node,send_comm,recv_comm,bimod_score
720575940610515651,0,0,0.9628708276646104
720575940610505006,0,0,0.9628708276646104
720575940610439363,0,0,0.9628708276646104
720575940610211779,0,0,0.9628708276646104
720575940610161091,0,0,0.9628708276646104
720575940609959637,0,0,0.9628708276646104
720575940609957315,0,0,0.9628708276646104
720575940609799470,0,0,0.9628708276646104
720575940611905177,0,0,0.9628708276646104
720575940611813842,0,0,0.9628708276646104
720575940611755157,0,0,0.9628708276646104
720575940611735514,0,0,0.9628708276646104
720575940611671506,0,0,0.9628708276646104
720575940611666898,0,0,0.9628708276646104
720575940611644529,0,0,0.9628708276646104
720575940611638258,0,0,0.9628708276646104
720575940611602552,0,0,0.9628708276646104
720575940611597102,0,0,0.9628708276646104
720575940611563310,0,0,0.9628708276646104
720575940611505102,0,0,0.9628708276646104
720575940611385806,0,0,0.9628708276646104
720575940611379569,0,0,0.9628708276646104
720575940611352014,0,0,0.9628708276646104
720575940611347123,0,0,0.9628708276646104
720575940613065130,0,0,0.9628708276646104
720575940612976497,0,0,0.9628708276646104
720575940612863138,0,0,0.9628708276646104
720575940612840982,0,0,0.9628708276646104
720575940612718563,0,0,0.9628708276646104
720575940612637554,0,0,0.9628708276646104
720575940612612094,0,0,0.9628708276646104
720575940612603289,0,0,0.9628708276646104
720575940612488341,0,0,0.9628708276646104
720575940612461461,0,0,0.9628708276646104
720575940612347571,0,0,0.9628708276646104
720575940612337331,0,0,0.9628708276646104
720575940612284569,0,0,0.9628708276646104
720575940612264817,0,0,0.9628708276646104
720575940612218547,0,0,0.9628708276646104
720575940612208858,0,0,0.9628708276646104
720575940613631973,0,0,0.9628708276646104
720575940613590501,0,0,0.9628708276646104
720575940613583001,0,0,0.9628708276646104
720575940613579943,0,0,0.9628708276646104
720575940613560994,0,0,0.9628708276646104
720575940613552947,0,0,0.9628708276646104
720575940613455986,0,0,0.9628708276646104
720575940613408552,0,0,0.9628708276646104
720575940613347299,0,0,0.9628708276646104
720575940613303471,0,0,0.9628708276646104
720575940613302169,0,0,0.9628708276646104
720575940613203119,0,0,0.9628708276646104
720575940613191391,0,0,0.9628708276646104
720575940613126835,0,0,0.9628708276646104
720575940613091290,0,0,0.9628708276646104
720575940613087218,0,0,0.9628708276646104
720575940614175742,0,0,0.9628708276646104
720575940614137809,0,0,0.9628708276646104
720575940614087219,0,0,0.9628708276646104
720575940614059882,0,0,0.9628708276646104
720575940614019379,0,0,0.9628708276646104
720575940613992657,0,0,0.9628708276646104
720575940613944994,0,0,0.9628708276646104
720575940613940074,0,0,0.9628708276646104
720575940613891442,0,0,0.9628708276646104
720575940613818902,0,0,0.9628708276646104
720575940613808638,0,0,0.9628708276646104
720575940613804259,0,0,0.9628708276646104
720575940613783277,0,0,0.9628708276646104
720575940613686698,0,0,0.9628708276646104
720575940613668266,0,0,0.9628708276646104
720575940613635737,0,0,0.9628708276646104
720575940615028143,0,0,0.9628708276646104
720575940614956072,0,0,0.9628708276646104
720575940614941992,0,0,0.9628708276646104
720575940614730914,0,0,0.9628708276646104
720575940614727903,0,0,0.9628708276646104
720575940614710509,0,0,0.9628708276646104
720575940614707871,0,0,0.9628708276646104
720575940614635175,0,0,0.9628708276646104
720575940614614495,0,0,0.9628708276646104
720575940614595582,0,0,0.9628708276646104
720575940614435178,0,0,0.9628708276646104
720575940614403178,0,0,0.9628708276646104
720575940614374034,0,0,0.9628708276646104
720575940614363363,0,0,0.9628708276646104
720575940614358014,0,0,0.9628708276646104
720575940614207894,0,0,0.9628708276646104
720575940616079035,0,0,0.9628708276646104
720575940616012061,0,0,0.9628708276646104
720575940615953202,0,0,0.9628708276646104
720575940615933919,0,0,0.9628708276646104
720575940615912415,0,0,0.9628708276646104
720575940615886534,0,0,0.9628708276646104
720575940615743650,0,0,0.9628708276646104
720575940615723314,0,0,0.9628708276646104
720575940615708482,0,0,0.9628708276646104
720575940615671106,0,0,0.9628708276646104
720575940615366055,0,0,0.9628708276646104
720575940615255603,0,0,0.9628708276646104
720575940615166111,0,0,0.9628708276646104
720575940615160386,0,0,0.9628708276646104
720575940615101747,0,0,0.9628708276646104
720575940615043222,0,0,0.9628708276646104
720575940616837132,0,0,0.9628708276646104
720575940616807897,0,0,0.9628708276646104
720575940616758322,0,0,0.9628708276646104
720575940616736198,0,0,0.9628708276646104
720575940616733323,0,0,0.9628708276646104
720575940616583490,0,0,0.9628708276646104
720575940616564534,0,0,0.9628708276646104
720575940616551029,0,0,0.9628708276646104
720575940616534338,0,0,0.9628708276646104
720575940616463477,0,0,0.9628708276646104
720575940616390261,0,0,0.9628708276646104
720575940616286175,0,0,0.9628708276646104
720575940616197819,0,0,0.9628708276646104
720575940616182155,0,0,0.9628708276646104
720575940616172650,0,0,0.9628708276646104
720575940616169578,0,0,0.9628708276646104
720575940617528693,0,0,0.9628708276646104
720575940617444130,0,0,0.9628708276646104
720575940617337461,0,0,0.9628708276646104
720575940617299131,0,0,0.9628708276646104
720575940617280985,0,0,0.9628708276646104
720575940617257985,0,0,0.9628708276646104
720575940617226141,0,0,0.9628708276646104
720575940617207185,0,0,0.9628708276646104
720575940617205179,0,0,0.9628708276646104
720575940617190361,0,0,0.9628708276646104
720575940617180347,0,0,0.9628708276646104
720575940617089241,0,0,0.9628708276646104
720575940616923281,0,0,0.9628708276646104
720575940616908177,0,0,0.9628708276646104
720575940616871878,0,0,0.9628708276646104
720575940616848214,0,0,0.9628708276646104
720575940618112310,0,0,0.9628708276646104
720575940618008859,0,0,0.9628708276646104
720575940617991195,0,0,0.9628708276646104
720575940617932368,0,0,0.9628708276646104
720575940617818708,0,0,0.9628708276646104
720575940617809181,0,0,0.9628708276646104
720575940617787963,0,0,0.9628708276646104
720575940617749538,0,0,0.9628708276646104
720575940617691734,0,0,0.9628708276646104
720575940617688093,0,0,0.9628708276646104
720575940617684107,0,0,0.9628708276646104
720575940617678566,0,0,0.9628708276646104
720575940617668747,0,0,0.9628708276646104
720575940617613398,0,0,0.9628708276646104
720575940617552340,0,0,0.9628708276646104
720575940617537570,0,0,0.9628708276646104
720575940618444473,0,0,0.9628708276646104
720575940618385620,0,0,0.9628708276646104
720575940618366843,0,0,0.9628708276646104
720575940618340057,0,0,0.9628708276646104
720575940618330041,0,0,0.9628708276646104
720575940618321364,0,0,0.9628708276646104
720575940618314897,0,0,0.9628708276646104
720575940618308825,0,0,0.9628708276646104
720575940618295454,0,0,0.9628708276646104
720575940618277184,0,0,0.9628708276646104
720575940618238523,0,0,0.9628708276646104
720575940618189227,0,0,0.9628708276646104
720575940618165393,0,0,0.9628708276646104
720575940618165019,0,0,0.9628708276646104
720575940618153105,0,0,0.9628708276646104
720575940618116569,0,0,0.9628708276646104
720575940619035003,0,0,0.9628708276646104
720575940618987600,0,0,0.9628708276646104
720575940618932763,0,0,0.9628708276646104
720575940618902488,0,0,0.9628708276646104
720575940618902326,0,0,0.9628708276646104
720575940618886710,0,0,0.9628708276646104
720575940618865112,0,0,0.9628708276646104
720575940618851073,0,0,0.9628708276646104
720575940618807454,0,0,0.9628708276646104
720575940618769153,0,0,0.9628708276646104
720575940618757666,0,0,0.9628708276646104
720575940618603009,0,0,0.9628708276646104
720575940618574749,0,0,0.9628708276646104
720575940618561403,0,0,0.9628708276646104
720575940618554041,0,0,0.9628708276646104
720575940618539810,0,0,0.9628708276646104
720575940619636615,0,0,0.9628708276646104
720575940619615552,0,0,0.9628708276646104
720575940619612142,0,0,0.9628708276646104
720575940619457088,0,0,0.9628708276646104
720575940619453861,0,0,0.9628708276646104
720575940619432261,0,0,0.9628708276646104
720575940619411147,0,0,0.9628708276646104
720575940619245016,0,0,0.9628708276646104
720575940619148829,0,0,0.9628708276646104
720575940619134789,0,0,0.9628708276646104
720575940619071005,0,0,0.9628708276646104
720575940619061662,0,0,0.9628708276646104
720575940619059102,0,0,0.9628708276646104
720575940619055617,0,0,0.9628708276646104
720575940619046469,0,0,0.9628708276646104
720575940619038493,0,0,0.9628708276646104
720575940620057758,0,0,0.9628708276646104
720575940620027515,0,0,0.9628708276646104
720575940620023686,0,0,0.9628708276646104
720575940620012923,0,0,0.9628708276646104
720575940620008758,0,0,0.9628708276646104
720575940619991862,0,0,0.9628708276646104
720575940619931119,0,0,0.9628708276646104
720575940619918203,0,0,0.9628708276646104
720575940619896711,0,0,0.9628708276646104
720575940619895125,0,0,0.9628708276646104
720575940619878961,0,0,0.9628708276646104
720575940619877396,0,0,0.9628708276646104
720575940619866027,0,0,0.9628708276646104
720575940619864047,0,0,0.9628708276646104
720575940619822784,0,0,0.9628708276646104
720575940619637056,0,0,0.9628708276646104
720575940620537153,0,0,0.9628708276646104
720575940620464321,0,0,0.9628708276646104
720575940620380449,0,0,0.9628708276646104
720575940620353300,0,0,0.9628708276646104
720575940620330545,0,0,0.9628708276646104
720575940620321728,0,0,0.9628708276646104
720575940620320902,0,0,0.9628708276646104
720575940620300308,0,0,0.9628708276646104
720575940620298772,0,0,0.9628708276646104
720575940620258480,0,0,0.9628708276646104
720575940620252075,0,0,0.9628708276646104
720575940620196929,0,0,0.9628708276646104
720575940620165541,0,0,0.9628708276646104
720575940620153765,0,0,0.9628708276646104
720575940620124143,0,0,0.9628708276646104
720575940620100884,0,0,0.9628708276646104
720575940620813989,0,0,0.9628708276646104
720575940620802836,0,0,0.9628708276646104
720575940620746478,0,0,0.9628708276646104
720575940620723126,0,0,0.9628708276646104
720575940620718040,0,0,0.9628708276646104
720575940620711334,0,0,0.9628708276646104
720575940620690804,0,0,0.9628708276646104
720575940620689517,0,0,0.9628708276646104
720575940620686964,0,0,0.9628708276646104
720575940620664496,0,0,0.9628708276646104
720575940620610420,0,0,0.9628708276646104
720575940620609739,0,0,0.9628708276646104
720575940620595053,0,0,0.9628708276646104
720575940620571953,0,0,0.9628708276646104
720575940620553094,0,0,0.9628708276646104
720575940620541099,0,0,0.9628708276646104
720575940621148948,0,0,0.9628708276646104
720575940621132894,0,0,0.9628708276646104
720575940621129607,0,0,0.9628708276646104
720575940621116807,0,0,0.9628708276646104
720575940621103239,0,0,0.9628708276646104
720575940621088500,0,0,0.9628708276646104
720575940621068464,0,0,0.9628708276646104
720575940621065301,0,0,0.9628708276646104
720575940621040737,0,0,0.9628708276646104
720575940620988276,0,0,0.9628708276646104
720575940620975696,0,0,0.9628708276646104
720575940620968021,0,0,0.9628708276646104
720575940620943969,0,0,0.9628708276646104
720575940620918789,0,0,0.9628708276646104
720575940620889936,0,0,0.9628708276646104
720575940620842111,0,0,0.9628708276646104
720575940621542747,0,0,0.9628708276646104
720575940621529435,0,0,0.9628708276646104
720575940621522624,0,0,0.9628708276646104
720575940621519130,0,0,0.9628708276646104
720575940621457690,0,0,0.9628708276646104
720575940621440859,0,0,0.9628708276646104
720575940621398254,0,0,0.9628708276646104
720575940621393172,0,0,0.9628708276646104
720575940621371045,0,0,0.9628708276646104
720575940621354260,0,0,0.9628708276646104
720575940621319924,0,0,0.9628708276646104
720575940621298270,0,0,0.9628708276646104
720575940621225313,0,0,0.9628708276646104
720575940621213556,0,0,0.9628708276646104
720575940621195290,0,0,0.9628708276646104
720575940621164720,0,0,0.9628708276646104
720575940621833281,0,0,0.9628708276646104
